Subnet;Name;IP Address;Type;NE Category;Version;Patch;Manufacturer;Timezone;Synchronization Complete At;Maintained By;Used On;Expiration Date;Create Time;Asset manager;Asset No;Purchased on;Remarks
/МР Москва/R50 Московская область;R50-141830-RT-01;10.100.177.127;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:09:34;;;;2018-01-27 15:46:07;;;;
/МР Москва/R50 Московская область;R50-141900-RT-01;10.100.177.130;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:09:34;;;;2018-01-27 15:46:08;;;;
/МР Москва/R50 Московская область;R50-141901-RT-01;10.101.177.132;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-01-27 15:46:12;;;;2018-01-27 15:46:08;;;;
/МР Москва/R50 Московская область;R50-141733-RT-01;10.100.177.122;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:46:34;;;;2018-01-27 15:46:08;;;;
/МР Москва/R50 Московская область;R50-141701-RT-01;10.101.177.119;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:47:05;;;;2018-01-27 15:46:09;;;;
/МР Москва/R50 Московская область;R50-141196-RT-01;10.100.177.87;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:55:37;;;;2018-01-27 15:46:09;;;;
/МР Москва/R50 Московская область;R50-141052-RT-01;10.101.178.35;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:06:09;;;;2018-01-27 15:46:10;;;;
/МР Москва/R50 Московская область;R50-140755-RT-01;10.101.177.52;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:10:05;;;;2018-01-27 15:46:10;;;;
/МР Москва/R50 Московская область;R50-142307-RT-01;10.101.178.72;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:55:35;;;;2018-01-27 15:46:10;;;;
/МР Москва/R50 Московская область;R50-141850-RT-01;10.101.177.127;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:55:36;;;;2018-01-27 15:46:12;;;;
/МР Москва/R50 Московская область;R50-141860-RT-01;10.101.177.129;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:06:36;;;;2018-01-27 15:46:12;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188324-RT-01;10.46.177.202;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:47:04;;;;2018-01-27 15:46:14;;;;
/МР Южный/R48 Липецкая область;R48-399056-RT-01;10.98.177.35;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:23:06;;;;2018-04-11 16:38:16;;;;
/МР Южный/R36 Воронежская область;R36-396901-RT-01;10.91.177.46;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:23:04;;;;2018-04-11 16:38:16;;;;
/МР Сибирь/R38 Иркутская область;R38-664031-RT-01;10.58.177.8;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:23:37;;;;2018-04-11 16:38:17;;;;
/МР Сибирь/R38 Иркутская область;R38-664044-RT-01;10.58.177.12;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:24:08;;;;2018-04-11 16:38:18;;;;
/МР Сибирь/R55 Омская область;R55-644113-RT-01;10.66.177.67;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:24:35;;;;2018-04-11 19:03:31;;;;
/МР Сибирь/R55 Омская область;R55-646880-RT-01;10.66.177.107;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:24:35;;;;2018-04-11 19:03:32;;;;
/МР Сибирь/R55 Омская область;R55-644039-RT-01;10.66.177.28;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:25:05;;;;2018-04-11 19:03:33;;;;
/МР Сибирь/R55 Омская область;R55-644080-RT-01;10.66.177.48;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:25:35;;;;2018-04-11 19:03:33;;;;
/МР Волга-1/R52 Нижегородская область;R52-603470-RT-01;10.24.178.227;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-07 02:35:34;;;;2018-05-25 17:55:18;;;;
/МР Волга-1/R52 Нижегородская область;R52-606503-RT-01;10.24.177.87;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-25 17:55:22;;;;2018-05-25 17:55:18;;;;
/МР Волга-1/R52 Нижегородская область;R52-603087-RT-01;10.25.177.23;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-07 02:36:05;;;;2018-05-25 17:55:18;;;;
/МР Волга-1/R52 Нижегородская область;R52-606525-RT-01;10.25.177.91;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-07 02:36:34;;;;2018-05-25 17:55:19;;;;
/МР Волга-1/R52 Нижегородская область;R52-606212-RT-01;10.24.177.71;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-07 02:37:05;;;;2018-05-25 17:55:19;;;;
/МР Волга-1/R52 Нижегородская область;R52-603094-RT-01;10.24.177.26;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-07 02:37:34;;;;2018-05-25 17:55:20;;;;
/МР Волга-1/R52 Нижегородская область;R52-607022-RT-01;10.24.177.113;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-07 02:37:35;;;;2018-05-25 17:55:20;;;;
/МР Волга-1/R52 Нижегородская область;R52-606130-RT-01;10.24.177.67;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-07 02:38:06;;;;2018-05-25 17:55:21;;;;
/МР Волга-1/R52 Нижегородская область;R52-607044-RT-01;10.25.177.117;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-07 02:38:35;;;;2018-05-25 17:55:21;;;;
/МР Волга-1/R52 Нижегородская область;R52-607067-RT-01;10.24.177.120;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-25 17:55:26;;;;2018-05-25 17:55:21;;;;
/МР Волга-1/R52 Нижегородская область;R52-607068-RT-01;10.25.177.120;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-25 17:55:27;;;;2018-05-25 17:55:22;;;;
/МР Сибирь/R54 Новосибирская область;R54-630126-RT-01;10.65.177.37;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:16:38;;;;2018-05-21 11:28:30;;;;
/МР Сибирь/R55 Омская область;R55-646104-RT-01;10.66.177.88;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:17:08;;;;2018-05-21 11:28:31;;;;
/МР Сибирь/R55 Омская область;R55-646900-RT-01;10.66.175.77;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:17:39;;;;2018-05-21 11:28:31;;;;
/МР Сибирь/R55 Омская область;R55-646780-RT-01;10.66.175.74;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:17:38;;;;2018-05-21 11:35:34;;;;
/МР Сибирь/R54 Новосибирская область;R54-630005-RT-01;10.65.177.2;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:18:09;;;;2018-05-21 11:35:35;;;;
/МР Сибирь/R54 Новосибирская область;R54-630901-RT-01;10.65.177.46;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:18:09;;;;2018-05-21 11:35:35;;;;
/МР Москва/R50 Московская область;R50-142133-RT-01;10.101.178.214;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:18:37;;;;2018-05-21 12:08:29;;;;
/МР Москва/R50 Московская область;R50-140102-RT-01;10.101.177.12;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:18:39;;;;2018-05-21 12:08:33;;;;
/МР Москва/R50 Московская область;R50-143222-RT-01;10.101.178.115;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:19:09;;;;2018-05-21 12:08:34;;;;
/МР Москва/R50 Московская область;R50-140074-RT-01;10.100.178.153;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:19:09;;;;2018-05-21 12:08:34;;;;
/МР Москва/R50 Московская область;R50-142001-RT-01;10.101.177.136;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:19:38;;;;2018-05-21 12:08:37;;;;
/МР Москва/R50 Московская область;R50-140603-RT-01;10.101.177.45;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:19:38;;;;2018-05-21 12:08:37;;;;
/МР Москва/R50 Московская область;R50-142132-RT-01;10.100.178.214;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:19:39;;;;2018-05-21 12:14:23;;;;
/МР Москва/R50 Московская область;R50-143074-RT-01;10.100.179.4;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:20:08;;;;2018-05-21 12:14:23;;;;
/МР Сибирь/R54 Новосибирская область;R54-630054-RT-01;10.65.175.10;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:20:09;;;;2018-05-21 15:38:11;;;;
/МР Сибирь/R54 Новосибирская область;R54-632733-RT-01;10.65.177.64;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:20:40;;;;2018-05-21 15:46:46;;;;
/МР Сибирь/R54 Новосибирская область;R54-630008-RT-01;10.65.177.3;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:11:06;;;;2018-02-20 13:26:09;;;;
/МР Сибирь/R54 Новосибирская область;R54-630511-RT-01;10.65.177.40;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:11:36;;;;2018-02-20 13:26:11;;;;
/МР Сибирь/R55 Омская область;R55-644013-RT-01;10.66.177.10;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:12:06;;;;2018-02-20 13:51:48;;;;
/МР Волга-1/R59 Пермский край;R59-614070-RT-01;10.31.177.18;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:12:06;;;;2018-02-20 13:51:49;;;;
/МР Сибирь/R55 Омская область;R55-646250-RT-01;10.66.175.63;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:13:06;;;;2018-02-20 16:28:24;;;;
/МР Сибирь/R55 Омская область;R55-646901-RT-01;10.66.177.108;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 03:13:06;;;;2018-02-20 16:28:25;;;;
/МР Урал/R96 Свердловская область;R96-624262-RT-01;10.77.177.135;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:53:05;;;;2018-02-20 16:28:25;;;;
/МР Урал/R96 Свердловская область;R96-624022-RT-01;10.76.175.65;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:53:36;;;;2018-02-20 16:28:25;;;;
/МР Южный/R23 Краснодарский край;R23-352753-RT-01;10.117.178.37;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:54:06;;;;2018-02-20 23:41:13;;;;
/МР Южный/R23 Краснодарский край;R23-352637-RT-01;10.117.177.54;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:54:35;;;;2018-02-20 23:41:13;;;;
/МР Южный/R23 Краснодарский край;R23-353375-RT-01;10.116.177.89;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:55:05;;;;2018-02-20 23:41:14;;;;
/МР Южный/R23 Краснодарский край;R23-352022-RT-01;10.117.177.149;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:55:37;;;;2018-02-20 23:41:14;;;;
/МР Южный/R23 Краснодарский край;R23-353300-RT-01;10.117.177.83;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:55:36;;;;2018-02-20 23:41:14;;;;
/МР Южный/R61 Ростовская область;R61-347410-RT-01;10.124.177.96;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:56:07;;;;2018-02-20 23:41:15;;;;
/МР Южный/R23 Краснодарский край;R23-353383-RT-01;10.116.177.86;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:56:06;;;;2018-02-20 23:41:15;;;;
/МР Южный/R23 Краснодарский край;R23-353103-RT-01;10.117.178.69;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:56:40;;;;2018-02-20 23:41:16;;;;
/МР Южный/R23 Краснодарский край;R23-353386-RT-01;10.117.177.90;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:56:36;;;;2018-02-20 23:41:16;;;;
/МР Южный/R23 Краснодарский край;R23-353541-RT-01;10.117.178.162;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:57:37;;;;2018-02-20 23:41:17;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188333-RT-01;10.46.178.94;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:07:08;;;;2018-01-27 15:46:15;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188335-RT-01;10.47.177.203;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 03:07:04;;;;2018-01-27 15:46:16;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188336-RT-01;10.46.177.204;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:47:34;;;;2018-01-27 15:46:16;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188338-RT-01;10.47.177.204;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:47:34;;;;2018-01-27 15:46:17;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188348-RT-01;10.46.177.206;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:56:04;;;;2018-01-27 15:46:17;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188354-RT-01;10.46.177.208;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:56:34;;;;2018-01-27 15:46:17;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188358-RT-01;10.46.178.97;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:49:34;;;;2018-01-27 15:46:18;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188382-RT-01;10.46.177.34;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:56:34;;;;2018-01-27 15:46:20;;;;
/МР Центр/R33 Владимирская область;R33-601641-RT-01;10.88.177.69;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:48:33;;;;2018-01-27 15:46:22;;;;
/МР Центр/R33 Владимирская область;R33-601653-RT-01;10.88.177.73;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:55:34;;;;2018-01-27 15:46:25;;;;
/МР Центр/R33 Владимирская область;R33-601672-RT-01;10.88.177.76;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:56:04;;;;2018-01-27 15:46:26;;;;
/МР Москва/R50 Московская область;R50-141985-RT-01;10.101.177.135;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:49:33;;;;2018-01-27 15:54:49;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188309-RT-01;10.47.177.27;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:49:37;;;;2018-01-27 15:54:50;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-188360-RT-01;10.46.177.209;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:50:04;;;;2018-01-27 15:54:50;;;;
/МР Москва/R50 Московская область;R50-141912-RT-01;10.100.177.133;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:56:04;;;;2018-01-27 15:54:51;;;;
/МР Москва/R50 Московская область;R50-142409-RT-01;10.100.178.227;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:50:05;;;;2018-01-27 15:54:51;;;;
/МР Волга-1/R18 Удмуртская Республика;R18-427710-RT-01;10.40.175.69;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-01 02:50:34;;;;2018-01-27 15:54:52;;;;
/МР Северный Кавказ/R26 Ставропольский край;R26-355013-RT-01;10.126.177.8;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:50:05;;;;2018-01-27 15:54:52;;;;
/МР Южный/R61 Ростовская область;R61-346940-RT-01;10.125.177.85;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 03:08:05;;;;2018-02-06 11:00:33;;;;
/МР Южный/R61 Ростовская область;R61-347905-RT-01;10.125.177.119;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 03:08:35;;;;2018-02-06 11:00:33;;;;
/МР Южный/R61 Ростовская область;R61-347902-RT-01;10.124.177.122;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 03:08:35;;;;2018-02-06 11:00:33;;;;
/МР Южный/R61 Ростовская область;R61-347909-RT-01;10.125.177.123;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 03:08:35;;;;2018-02-06 11:00:34;;;;
/МР Южный/R61 Ростовская область;R61-347913-RT-01;10.124.177.121;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 03:09:05;;;;2018-02-06 11:01:15;;;;
/МР Южный/R61 Ростовская область;R61-347917-RT-01;10.124.177.141;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 03:09:35;;;;2018-02-06 11:01:16;;;;
/МР Южный/R61 Ростовская область;R61-347930-RT-01;10.125.177.124;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 03:10:05;;;;2018-02-06 11:01:17;;;;
/МР Южный/R61 Ростовская область;R61-347936-RT-01;10.124.177.137;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:07:36;;;;2018-02-06 11:01:18;;;;
/МР Южный/R23 Краснодарский край;R23-352000-RT-01;10.117.177.143;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:08:06;;;;2018-02-06 11:01:18;;;;
/МР Южный/R48 Липецкая область;R48-398011-RT-01;10.98.177.4;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:09:05;;;;2018-02-06 11:01:21;;;;
/МР Южный/R48 Липецкая область;R48-398510-RT-01;10.98.177.84;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:09:38;;;;2018-02-06 11:01:21;;;;
/МР Волга-2/R64 Саратовская область;R64-410044-RT-01;10.38.177.12;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 03:09:37;;;;2018-02-06 11:01:22;;;;
/МР Волга-2/R64 Саратовская область;R64-410078-RT-01;10.39.177.21;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-04 03:10:35;;;;2018-02-06 11:01:22;;;;
/МР Волга-2/R64 Саратовская область;R64-412904-RT-01;10.38.177.51;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-03-28 02:25:41;;;;2018-02-06 11:01:23;;;;
/МР Волга-2/R64 Саратовская область;R64-412905-RT-01;10.39.177.51;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-03-28 02:25:36;;;;2018-02-06 11:01:23;;;;
/МР Волга-2/R64 Саратовская область;R64-413122-RT-01;10.38.177.67;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-11 03:02:45;;;;2018-02-06 11:01:24;;;;
/МР Южный/R48 Липецкая область;R48-398070-RT-01;10.98.179.100;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-04 03:12:05;;;;2018-02-06 11:23:08;;;;
/МР Волга-2/R64 Саратовская область;R64-412861-RT-01;10.38.177.107;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-03-28 02:27:34;;;;2018-02-06 11:23:08;;;;
/МР Волга-2/R64 Саратовская область;R64-412919-RT-01;10.38.177.54;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-22 03:16:38;;;;2018-02-06 11:23:09;;;;
/МР Москва/R50 Московская область;R50-140130-RT-01;10.101.177.17;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-01-10 15:45:50;;;;2018-01-10 15:45:47;;;;
/МР Москва/R50 Московская область;R50-141180-RT-01;10.101.177.78;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:46:04;;;;2018-01-10 15:45:47;;;;
/МР Москва/R50 Московская область;R50-140180-RT-01;10.101.177.20;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:46:35;;;;2018-01-10 15:45:48;;;;
/МР Северо-Запад/R35 Вологодская область;R35-161440-RT-01;10.45.177.43;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-09 02:46:34;;;;2018-01-10 15:45:48;;;;
/МР Северо-Запад/R53 Новгородская область;R53-175460-RT-01;10.51.177.62;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:47:34;;;;2018-01-10 15:45:49;;;;
/МР Северо-Запад/R35 Вологодская область;R35-162480-RT-01;10.45.175.58;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-08 02:53:05;;;;2018-01-10 15:45:51;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-187322-RT-01;10.46.177.175;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-04-04 02:46:34;;;;2018-01-10 15:45:52;;;;
